Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/16 15:00:00,97.0,97.0,
PLC - Height,2023/02/16 15:00:02,98.0,98.0,
PLC - Height,2023/02/16 15:00:04,99.0,99.0,
PLC - Height,2023/02/16 15:00:06,100.0,100.0,
PLC - Height,2023/02/16 15:00:07,99.0,99.0,
PLC - Height,2023/02/16 15:00:09,98.0,98.0,
PLC - Height,2023/02/16 15:00:11,97.0,97.0,
PLC - Height,2023/02/16 15:00:13,96.0,96.0,
PLC - Height,2023/02/16 15:00:16,95.0,95.0,
PLC - Height,2023/02/16 15:00:18,94.0,94.0,
PLC - Height,2023/02/16 15:00:21,93.0,93.0,
PLC - Height,2023/02/16 15:00:24,92.0,92.0,
PLC - Height,2023/02/16 15:00:26,91.0,91.0,
PLC - Height,2023/02/16 15:00:30,90.0,90.0,
PLC - Height,2023/02/16 15:00:32,89.0,89.0,
PLC - Height,2023/02/16 15:00:35,88.0,88.0,
PLC - Height,2023/02/16 15:00:38,87.0,87.0,
PLC - Height,2023/02/16 15:00:41,86.0,86.0,
PLC - Height,2023/02/16 15:00:44,85.0,85.0,
PLC - Height,2023/02/16 15:00:47,84.0,84.0,
PLC - Height,2023/02/16 15:00:51,83.0,83.0,
PLC - Height,2023/02/16 15:00:54,82.0,82.0,
PLC - Height,2023/02/16 15:00:57,81.0,81.0,
PLC - Height,2023/02/16 15:01:01,80.0,80.0,
PLC - Height,2023/02/16 15:01:05,81.0,81.0,
PLC - Height,2023/02/16 15:01:09,82.0,82.0,
PLC - Height,2023/02/16 15:01:13,83.0,83.0,
PLC - Height,2023/02/16 15:01:16,84.0,84.0,
PLC - Height,2023/02/16 15:01:21,85.0,85.0,
PLC - Height,2023/02/16 15:01:24,86.0,86.0,
PLC - Height,2023/02/16 15:01:29,87.0,87.0,
PLC - Height,2023/02/16 15:01:33,88.0,88.0,
PLC - Height,2023/02/16 15:01:37,89.0,89.0,
PLC - Height,2023/02/16 15:01:42,90.0,90.0,
PLC - Height,2023/02/16 15:01:46,91.0,91.0,
PLC - Height,2023/02/16 15:01:51,92.0,92.0,
PLC - Height,2023/02/16 15:01:55,93.0,93.0,
PLC - Height,2023/02/16 15:02:00,94.0,94.0,
PLC - Height,2023/02/16 15:02:04,95.0,95.0,
PLC - Height,2023/02/16 15:02:09,96.0,96.0,
PLC - Height,2023/02/16 15:02:13,97.0,97.0,
PLC - Height,2023/02/16 15:02:18,98.0,98.0,
PLC - Height,2023/02/16 15:02:22,99.0,99.0,
PLC - Height,2023/02/16 15:02:26,100.0,100.0,
PLC - Height,2023/02/16 15:02:31,99.0,99.0,
PLC - Height,2023/02/16 15:02:35,98.0,98.0,
PLC - Height,2023/02/16 15:02:38,97.0,97.0,
PLC - Height,2023/02/16 15:02:42,96.0,96.0,
PLC - Height,2023/02/16 15:02:45,95.0,95.0,
PLC - Height,2023/02/16 15:02:49,94.0,94.0,
PLC - Height,2023/02/16 15:02:53,93.0,93.0,
