Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/17 10:00:10,93.0,93.0,
PLC - Height,2023/02/17 10:00:11,94.0,94.0,
PLC - Height,2023/02/17 10:00:17,97.0,97.0,
PLC - Height,2023/02/17 10:00:18,98.0,98.0,
PLC - Height,2023/02/17 10:00:20,99.0,99.0,
PLC - Height,2023/02/17 10:00:22,100.0,100.0,
PLC - Height,2023/02/17 10:00:24,99.0,99.0,
PLC - Height,2023/02/17 10:00:27,98.0,98.0,
PLC - Height,2023/02/17 10:00:29,97.0,97.0,
PLC - Height,2023/02/17 10:00:31,96.0,96.0,
PLC - Height,2023/02/17 10:00:33,95.0,95.0,
PLC - Height,2023/02/17 10:00:35,94.0,94.0,
PLC - Height,2023/02/17 10:00:38,93.0,93.0,
PLC - Height,2023/02/17 10:00:40,92.0,92.0,
PLC - Height,2023/02/17 10:00:42,91.0,91.0,
PLC - Height,2023/02/17 10:00:44,90.0,90.0,
PLC - Height,2023/02/17 10:00:46,89.0,89.0,
PLC - Height,2023/02/17 10:00:48,88.0,88.0,
PLC - Height,2023/02/17 10:00:50,87.0,87.0,
PLC - Height,2023/02/17 10:00:52,86.0,86.0,
PLC - Height,2023/02/17 10:00:54,85.0,85.0,
PLC - Height,2023/02/17 10:00:55,84.0,84.0,
PLC - Height,2023/02/17 10:00:57,83.0,83.0,
PLC - Height,2023/02/17 10:00:59,82.0,82.0,
PLC - Height,2023/02/17 10:01:01,81.0,81.0,
PLC - Height,2023/02/17 10:01:03,80.0,80.0,
PLC - Height,2023/02/17 10:01:04,81.0,81.0,
PLC - Height,2023/02/17 10:01:07,82.0,82.0,
PLC - Height,2023/02/17 10:01:09,83.0,83.0,
PLC - Height,2023/02/17 10:01:11,84.0,84.0,
PLC - Height,2023/02/17 10:01:13,85.0,85.0,
PLC - Height,2023/02/17 10:01:15,86.0,86.0,
PLC - Height,2023/02/17 10:01:17,87.0,87.0,
PLC - Height,2023/02/17 10:01:20,88.0,88.0,
PLC - Height,2023/02/17 10:01:22,89.0,89.0,
PLC - Height,2023/02/17 10:01:25,90.0,90.0,
PLC - Height,2023/02/17 10:01:27,91.0,91.0,
PLC - Height,2023/02/17 10:01:30,92.0,92.0,
PLC - Height,2023/02/17 10:01:32,93.0,93.0,
PLC - Height,2023/02/17 10:01:35,94.0,94.0,
PLC - Height,2023/02/17 10:01:38,95.0,95.0,
PLC - Height,2023/02/17 10:01:41,96.0,96.0,
PLC - Height,2023/02/17 10:01:44,97.0,97.0,
PLC - Height,2023/02/17 10:01:46,98.0,98.0,
PLC - Height,2023/02/17 10:01:54,100.0,100.0,
PLC - Height,2023/02/17 10:01:57,99.0,99.0,
PLC - Height,2023/02/17 10:02:01,98.0,98.0,
PLC - Height,2023/02/17 10:02:04,97.0,97.0,
PLC - Height,2023/02/17 10:02:08,96.0,96.0,
PLC - Height,2023/02/17 10:02:12,95.0,95.0,
PLC - Height,2023/02/17 10:02:16,94.0,94.0,
PLC - Height,2023/02/17 10:02:20,93.0,93.0,
PLC - Height,2023/02/17 10:02:24,92.0,92.0,
PLC - Height,2023/02/17 10:02:28,91.0,91.0,
PLC - Height,2023/02/17 10:02:32,90.0,90.0,
PLC - Height,2023/02/17 10:02:38,89.0,89.0,
PLC - Height,2023/02/17 10:02:41,88.0,88.0,
PLC - Height,2023/02/17 10:02:47,87.0,87.0,
PLC - Height,2023/02/17 10:02:50,86.0,86.0,
PLC - Height,2023/02/17 10:02:55,85.0,85.0,
PLC - Height,2023/02/17 10:02:59,84.0,84.0,
PLC - Height,2023/02/17 10:03:04,83.0,83.0,
PLC - Height,2023/02/17 10:03:06,82.0,82.0,
PLC - Height,2023/02/17 10:03:11,81.0,81.0,
PLC - Height,2023/02/17 10:03:16,80.0,80.0,
PLC - Height,2023/02/17 10:03:20,81.0,81.0,
PLC - Height,2023/02/17 10:03:25,82.0,82.0,
PLC - Height,2023/02/17 10:03:29,83.0,83.0,
PLC - Height,2023/02/17 10:03:32,84.0,84.0,
PLC - Height,2023/02/17 10:03:38,85.0,85.0,
PLC - Height,2023/02/17 10:03:42,86.0,86.0,
PLC - Height,2023/02/17 10:03:48,87.0,87.0,
PLC - Height,2023/02/17 10:03:50,88.0,88.0,
PLC - Height,2023/02/17 10:03:57,100.0,100.0,
PLC - Height,2023/02/17 10:04:37,99.0,99.0,
PLC - Height,2023/02/17 10:04:41,98.0,98.0,
PLC - Height,2023/02/17 10:04:44,96.0,96.0,
PLC - Height,2023/02/17 10:04:51,95.0,95.0,
PLC - Height,2023/02/17 10:04:55,94.0,94.0,
PLC - Height,2023/02/17 10:04:57,93.0,93.0,
PLC - Height,2023/02/17 10:04:59,92.0,92.0,
PLC - Height,2023/02/17 10:05:03,91.0,91.0,
PLC - Height,2023/02/17 10:05:06,90.0,90.0,
PLC - Height,2023/02/17 10:05:09,89.0,89.0,
PLC - Height,2023/02/17 10:05:11,88.0,88.0,
PLC - Height,2023/02/17 10:05:14,87.0,87.0,
PLC - Height,2023/02/17 10:05:16,86.0,86.0,
PLC - Height,2023/02/17 10:05:19,85.0,85.0,
PLC - Height,2023/02/17 10:05:21,84.0,84.0,
PLC - Height,2023/02/17 10:05:23,83.0,83.0,
PLC - Height,2023/02/17 10:05:25,82.0,82.0,
PLC - Height,2023/02/17 10:05:28,81.0,81.0,
PLC - Height,2023/02/17 10:05:30,80.0,80.0,
PLC - Height,2023/02/17 10:05:31,81.0,81.0,
PLC - Height,2023/02/17 10:05:35,83.0,83.0,
PLC - Height,2023/02/17 10:05:38,84.0,84.0,
PLC - Height,2023/02/17 10:05:40,85.0,85.0,
PLC - Height,2023/02/17 10:05:42,86.0,86.0,
PLC - Height,2023/02/17 10:05:44,87.0,87.0,
PLC - Height,2023/02/17 10:05:46,88.0,88.0,
PLC - Height,2023/02/17 10:05:49,89.0,89.0,
PLC - Height,2023/02/17 10:05:51,90.0,90.0,
PLC - Height,2023/02/17 10:05:53,91.0,91.0,
PLC - Height,2023/02/17 10:05:56,92.0,92.0,
PLC - Height,2023/02/17 10:05:59,93.0,93.0,
PLC - Height,2023/02/17 10:06:01,94.0,94.0,
PLC - Height,2023/02/17 10:06:04,95.0,95.0,
PLC - Height,2023/02/17 10:06:07,96.0,96.0,
PLC - Height,2023/02/17 10:06:10,97.0,97.0,
PLC - Height,2023/02/17 10:06:13,98.0,98.0,
PLC - Height,2023/02/17 10:06:16,99.0,99.0,
PLC - Height,2023/02/17 10:06:19,100.0,100.0,
PLC - Height,2023/02/17 10:06:22,99.0,99.0,
PLC - Height,2023/02/17 10:06:25,98.0,98.0,
PLC - Height,2023/02/17 10:06:29,97.0,97.0,
PLC - Height,2023/02/17 10:06:32,96.0,96.0,
PLC - Height,2023/02/17 10:06:36,95.0,95.0,
PLC - Height,2023/02/17 10:06:40,94.0,94.0,
PLC - Height,2023/02/17 10:06:43,93.0,93.0,
PLC - Height,2023/02/17 10:06:48,92.0,92.0,
PLC - Height,2023/02/17 10:06:52,91.0,91.0,
PLC - Height,2023/02/17 10:06:56,90.0,90.0,
PLC - Height,2023/02/17 10:07:00,89.0,89.0,
