Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/16 19:26:39,0.0,0.0,
PLC - Height,2023/02/16 19:30:44,1.0,1.0,
PLC - Height,2023/02/16 19:30:46,2.0,2.0,
PLC - Height,2023/02/16 19:30:47,3.0,3.0,
PLC - Height,2023/02/16 19:30:49,4.0,4.0,
PLC - Height,2023/02/16 19:30:50,5.0,5.0,
PLC - Height,2023/02/16 19:30:52,6.0,6.0,
PLC - Height,2023/02/16 19:30:53,7.0,7.0,
PLC - Height,2023/02/16 19:31:03,12.0,12.0,
PLC - Height,2023/02/16 19:31:05,13.0,13.0,
PLC - Height,2023/02/16 19:31:07,14.0,14.0,
PLC - Height,2023/02/16 19:31:09,15.0,15.0,
PLC - Height,2023/02/16 19:31:11,16.0,16.0,
PLC - Height,2023/02/16 19:31:12,17.0,17.0,
PLC - Height,2023/02/16 19:31:14,18.0,18.0,
PLC - Height,2023/02/16 19:31:15,19.0,19.0,
PLC - Height,2023/02/16 19:31:17,20.0,20.0,
PLC - Height,2023/02/16 19:31:18,21.0,21.0,
PLC - Height,2023/02/16 19:31:20,22.0,22.0,
PLC - Height,2023/02/16 19:31:22,23.0,23.0,
PLC - Height,2023/02/16 19:31:23,24.0,24.0,
PLC - Height,2023/02/16 19:31:24,25.0,25.0,
PLC - Height,2023/02/16 19:31:26,26.0,26.0,
PLC - Height,2023/02/16 19:31:27,27.0,27.0,
PLC - Height,2023/02/16 19:31:28,28.0,28.0,
PLC - Height,2023/02/16 19:31:30,29.0,29.0,
PLC - Height,2023/02/16 19:31:32,30.0,30.0,
PLC - Height,2023/02/16 19:31:33,31.0,31.0,
PLC - Height,2023/02/16 19:31:34,32.0,32.0,
PLC - Height,2023/02/16 19:31:36,33.0,33.0,
PLC - Height,2023/02/16 19:31:37,35.0,35.0,
PLC - Height,2023/02/16 19:31:40,36.0,36.0,
PLC - Height,2023/02/16 19:31:43,38.0,38.0,
PLC - Height,2023/02/16 19:31:46,39.0,39.0,
PLC - Height,2023/02/16 19:31:47,40.0,40.0,
PLC - Height,2023/02/16 19:31:52,43.0,43.0,
PLC - Height,2023/02/16 19:31:53,44.0,44.0,
PLC - Height,2023/02/16 19:31:55,45.0,45.0,
PLC - Height,2023/02/16 19:31:56,46.0,46.0,
PLC - Height,2023/02/16 19:31:57,47.0,47.0,
PLC - Height,2023/02/16 19:31:59,48.0,48.0,
PLC - Height,2023/02/16 19:32:00,49.0,49.0,
PLC - Height,2023/02/16 19:32:01,50.0,50.0,
PLC - Height,2023/02/16 19:32:02,51.0,51.0,
PLC - Height,2023/02/16 19:32:03,52.0,52.0,
PLC - Height,2023/02/16 19:32:04,53.0,53.0,
PLC - Height,2023/02/16 19:32:06,54.0,54.0,
PLC - Height,2023/02/16 19:32:07,55.0,55.0,
PLC - Height,2023/02/16 19:32:09,56.0,56.0,
PLC - Height,2023/02/16 19:32:10,57.0,57.0,
PLC - Height,2023/02/16 19:32:11,58.0,58.0,
PLC - Height,2023/02/16 19:32:13,59.0,59.0,
PLC - Height,2023/02/16 19:32:14,60.0,60.0,
PLC - Height,2023/02/16 19:32:16,61.0,61.0,
PLC - Height,2023/02/16 19:32:17,62.0,62.0,
PLC - Height,2023/02/16 19:32:18,63.0,63.0,
PLC - Height,2023/02/16 19:32:22,64.0,64.0,
PLC - Height,2023/02/16 19:32:23,65.0,65.0,
PLC - Height,2023/02/16 19:32:27,66.0,66.0,
PLC - Height,2023/02/16 19:32:28,67.0,67.0,
PLC - Height,2023/02/16 19:32:31,68.0,68.0,
PLC - Height,2023/02/16 19:32:34,69.0,69.0,
PLC - Height,2023/02/16 19:32:36,70.0,70.0,
PLC - Height,2023/02/16 19:32:40,71.0,71.0,
PLC - Height,2023/02/16 19:32:43,72.0,72.0,
PLC - Height,2023/02/16 19:32:45,73.0,73.0,
PLC - Height,2023/02/16 19:32:48,74.0,74.0,
PLC - Height,2023/02/16 19:32:50,75.0,75.0,
PLC - Height,2023/02/16 19:32:54,76.0,76.0,
