Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/16 13:00:01,99.0,99.0,
PLC - Height,2023/02/16 13:00:04,98.0,98.0,
PLC - Height,2023/02/16 13:00:11,97.0,97.0,
PLC - Height,2023/02/16 13:00:13,96.0,96.0,
PLC - Height,2023/02/16 13:00:18,95.0,95.0,
PLC - Height,2023/02/16 13:00:22,94.0,94.0,
PLC - Height,2023/02/16 13:00:25,93.0,93.0,
PLC - Height,2023/02/16 13:00:29,92.0,92.0,
PLC - Height,2023/02/16 13:00:33,91.0,91.0,
PLC - Height,2023/02/16 13:00:37,90.0,90.0,
PLC - Height,2023/02/16 13:00:41,89.0,89.0,
PLC - Height,2023/02/16 13:00:43,88.0,88.0,
PLC - Height,2023/02/16 13:00:47,87.0,87.0,
PLC - Height,2023/02/16 13:00:49,86.0,86.0,
PLC - Height,2023/02/16 13:00:53,85.0,85.0,
PLC - Height,2023/02/16 13:00:57,84.0,84.0,
PLC - Height,2023/02/16 13:00:59,83.0,83.0,
PLC - Height,2023/02/16 13:01:02,82.0,82.0,
PLC - Height,2023/02/16 13:01:04,81.0,81.0,
PLC - Height,2023/02/16 13:01:06,80.0,80.0,
PLC - Height,2023/02/16 13:01:10,81.0,81.0,
PLC - Height,2023/02/16 13:01:12,82.0,82.0,
PLC - Height,2023/02/16 13:01:15,83.0,83.0,
PLC - Height,2023/02/16 13:01:16,82.0,82.0,
PLC - Height,2023/02/16 13:01:18,81.0,81.0,
PLC - Height,2023/02/16 13:01:20,80.0,80.0,
PLC - Height,2023/02/16 13:01:22,81.0,81.0,
PLC - Height,2023/02/16 13:01:24,82.0,82.0,
PLC - Height,2023/02/16 13:01:26,83.0,83.0,
PLC - Height,2023/02/16 13:01:28,84.0,84.0,
PLC - Height,2023/02/16 13:01:30,85.0,85.0,
PLC - Height,2023/02/16 13:01:32,84.0,84.0,
PLC - Height,2023/02/16 13:01:33,85.0,85.0,
PLC - Height,2023/02/16 13:01:34,83.0,83.0,
PLC - Height,2023/02/16 13:01:36,82.0,82.0,
PLC - Height,2023/02/16 13:01:37,83.0,83.0,
PLC - Height,2023/02/16 13:01:38,81.0,81.0,
PLC - Height,2023/02/16 13:01:39,82.0,82.0,
PLC - Height,2023/02/16 13:01:40,80.0,80.0,
PLC - Height,2023/02/16 13:01:41,81.0,81.0,
PLC - Height,2023/02/16 13:01:43,82.0,82.0,
PLC - Height,2023/02/16 13:01:45,83.0,83.0,
PLC - Height,2023/02/16 13:01:47,84.0,84.0,
PLC - Height,2023/02/16 13:01:50,83.0,83.0,
PLC - Height,2023/02/16 13:01:52,84.0,84.0,
PLC - Height,2023/02/16 13:01:53,82.0,82.0,
PLC - Height,2023/02/16 13:01:55,83.0,83.0,
PLC - Height,2023/02/16 13:01:56,81.0,81.0,
PLC - Height,2023/02/16 13:01:58,80.0,80.0,
PLC - Height,2023/02/16 13:02:00,81.0,81.0,
PLC - Height,2023/02/16 13:02:02,82.0,82.0,
PLC - Height,2023/02/16 13:02:04,80.0,80.0,
PLC - Height,2023/02/16 13:02:06,81.0,81.0,
PLC - Height,2023/02/16 13:02:08,82.0,82.0,
PLC - Height,2023/02/16 13:02:10,83.0,83.0,
PLC - Height,2023/02/16 13:02:12,81.0,81.0,
PLC - Height,2023/02/16 13:02:14,80.0,80.0,
PLC - Height,2023/02/16 13:02:16,81.0,81.0,
PLC - Height,2023/02/16 13:02:20,82.0,82.0,
PLC - Height,2023/02/16 13:02:22,83.0,83.0,
PLC - Height,2023/02/16 13:02:26,84.0,84.0,
PLC - Height,2023/02/16 13:02:30,83.0,83.0,
PLC - Height,2023/02/16 13:02:32,84.0,84.0,
PLC - Height,2023/02/16 13:02:34,82.0,82.0,
PLC - Height,2023/02/16 13:02:36,83.0,83.0,
PLC - Height,2023/02/16 13:02:38,81.0,81.0,
PLC - Height,2023/02/16 13:02:40,82.0,82.0,
PLC - Height,2023/02/16 13:02:42,80.0,80.0,
PLC - Height,2023/02/16 13:02:44,81.0,81.0,
PLC - Height,2023/02/16 13:02:47,82.0,82.0,
PLC - Height,2023/02/16 13:02:51,83.0,83.0,
PLC - Height,2023/02/16 13:02:55,84.0,84.0,
PLC - Height,2023/02/16 13:02:59,85.0,85.0,
PLC - Height,2023/02/16 13:03:03,86.0,86.0,
PLC - Height,2023/02/16 13:03:09,87.0,87.0,
PLC - Height,2023/02/16 13:03:14,88.0,88.0,
PLC - Height,2023/02/16 13:03:18,89.0,89.0,
PLC - Height,2023/02/16 13:03:21,90.0,90.0,
PLC - Height,2023/02/16 13:03:27,91.0,91.0,
PLC - Height,2023/02/16 13:03:31,92.0,92.0,
PLC - Height,2023/02/16 13:03:35,93.0,93.0,
PLC - Height,2023/02/16 13:03:39,94.0,94.0,
PLC - Height,2023/02/16 13:03:43,95.0,95.0,
PLC - Height,2023/02/16 13:03:47,96.0,96.0,
PLC - Height,2023/02/16 13:03:51,97.0,97.0,
PLC - Height,2023/02/16 13:03:55,98.0,98.0,
PLC - Height,2023/02/16 13:03:57,99.0,99.0,
PLC - Height,2023/02/16 13:04:02,100.0,100.0,
PLC - Height,2023/02/16 13:04:05,101.0,101.0,
PLC - Height,2023/02/16 13:04:07,102.0,102.0,
PLC - Height,2023/02/16 13:04:11,101.0,101.0,
PLC - Height,2023/02/16 13:04:13,100.0,100.0,
PLC - Height,2023/02/16 13:04:17,99.0,99.0,
PLC - Height,2023/02/16 13:04:19,98.0,98.0,
PLC - Height,2023/02/16 13:04:23,97.0,97.0,
PLC - Height,2023/02/16 13:04:25,96.0,96.0,
PLC - Height,2023/02/16 13:04:27,95.0,95.0,
PLC - Height,2023/02/16 13:04:30,94.0,94.0,
PLC - Height,2023/02/16 13:04:32,93.0,93.0,
PLC - Height,2023/02/16 13:04:34,92.0,92.0,
PLC - Height,2023/02/16 13:04:36,91.0,91.0,
PLC - Height,2023/02/16 13:04:39,90.0,90.0,
PLC - Height,2023/02/16 13:04:41,89.0,89.0,
PLC - Height,2023/02/16 13:04:43,88.0,88.0,
PLC - Height,2023/02/16 13:04:45,87.0,87.0,
PLC - Height,2023/02/16 13:04:47,86.0,86.0,
PLC - Height,2023/02/16 13:04:50,85.0,85.0,
PLC - Height,2023/02/16 13:04:53,84.0,84.0,
PLC - Height,2023/02/16 13:04:56,83.0,83.0,
PLC - Height,2023/02/16 13:04:58,82.0,82.0,
PLC - Height,2023/02/16 13:05:02,81.0,81.0,
PLC - Height,2023/02/16 13:05:04,80.0,80.0,
PLC - Height,2023/02/16 13:05:10,81.0,81.0,
PLC - Height,2023/02/16 13:05:12,82.0,82.0,
PLC - Height,2023/02/16 13:05:14,83.0,83.0,
PLC - Height,2023/02/16 13:05:16,84.0,84.0,
PLC - Height,2023/02/16 13:05:19,85.0,85.0,
PLC - Height,2023/02/16 13:05:23,86.0,86.0,
PLC - Height,2023/02/16 13:05:25,87.0,87.0,
PLC - Height,2023/02/16 13:05:27,88.0,88.0,
PLC - Height,2023/02/16 13:05:29,89.0,89.0,
PLC - Height,2023/02/16 13:05:32,90.0,90.0,
PLC - Height,2023/02/16 13:05:34,91.0,91.0,
PLC - Height,2023/02/16 13:05:36,92.0,92.0,
PLC - Height,2023/02/16 13:05:39,93.0,93.0,
PLC - Height,2023/02/16 13:05:41,94.0,94.0,
PLC - Height,2023/02/16 13:05:44,95.0,95.0,
PLC - Height,2023/02/16 13:05:47,96.0,96.0,
PLC - Height,2023/02/16 13:05:49,97.0,97.0,
PLC - Height,2023/02/16 13:05:52,98.0,98.0,
PLC - Height,2023/02/16 13:05:55,99.0,99.0,
PLC - Height,2023/02/16 13:05:58,100.0,100.0,
PLC - Height,2023/02/16 13:06:01,99.0,99.0,
PLC - Height,2023/02/16 13:06:04,98.0,98.0,
PLC - Height,2023/02/16 13:06:07,97.0,97.0,
PLC - Height,2023/02/16 13:06:11,96.0,96.0,
PLC - Height,2023/02/16 13:06:14,95.0,95.0,
PLC - Height,2023/02/16 13:06:18,94.0,94.0,
PLC - Height,2023/02/16 13:06:21,93.0,93.0,
PLC - Height,2023/02/16 13:06:25,92.0,92.0,
PLC - Height,2023/02/16 13:06:29,91.0,91.0,
PLC - Height,2023/02/16 13:06:32,90.0,90.0,
PLC - Height,2023/02/16 13:06:37,89.0,89.0,
PLC - Height,2023/02/16 13:06:41,88.0,88.0,
PLC - Height,2023/02/16 13:06:45,87.0,87.0,
PLC - Height,2023/02/16 13:06:49,86.0,86.0,
PLC - Height,2023/02/16 13:06:53,85.0,85.0,
PLC - Height,2023/02/16 13:06:57,84.0,84.0,
PLC - Height,2023/02/16 13:07:01,83.0,83.0,
PLC - Height,2023/02/16 13:07:05,82.0,82.0,
PLC - Height,2023/02/16 13:07:08,81.0,81.0,
PLC - Height,2023/02/16 13:07:11,80.0,80.0,
PLC - Height,2023/02/16 13:07:15,81.0,81.0,
PLC - Height,2023/02/16 13:07:18,82.0,82.0,
PLC - Height,2023/02/16 13:07:21,83.0,83.0,
PLC - Height,2023/02/16 13:07:24,84.0,84.0,
PLC - Height,2023/02/16 13:07:27,85.0,85.0,
PLC - Height,2023/02/16 13:07:30,86.0,86.0,
PLC - Height,2023/02/16 13:07:33,87.0,87.0,
PLC - Height,2023/02/16 13:07:35,88.0,88.0,
PLC - Height,2023/02/16 13:07:38,89.0,89.0,
PLC - Height,2023/02/16 13:07:40,90.0,90.0,
PLC - Height,2023/02/16 13:07:43,91.0,91.0,
PLC - Height,2023/02/16 13:07:45,92.0,92.0,
PLC - Height,2023/02/16 13:07:47,93.0,93.0,
PLC - Height,2023/02/16 13:07:49,94.0,94.0,
PLC - Height,2023/02/16 13:07:51,95.0,95.0,
PLC - Height,2023/02/16 13:07:53,96.0,96.0,
PLC - Height,2023/02/16 13:07:55,97.0,97.0,
PLC - Height,2023/02/16 13:07:58,98.0,98.0,
PLC - Height,2023/02/16 13:08:00,99.0,99.0,
PLC - Height,2023/02/16 13:08:02,100.0,100.0,
PLC - Height,2023/02/16 13:08:05,99.0,99.0,
PLC - Height,2023/02/16 13:08:07,98.0,98.0,
PLC - Height,2023/02/16 13:08:09,97.0,97.0,
PLC - Height,2023/02/16 13:08:12,96.0,96.0,
PLC - Height,2023/02/16 13:08:15,95.0,95.0,
PLC - Height,2023/02/16 13:08:17,94.0,94.0,
PLC - Height,2023/02/16 13:08:20,93.0,93.0,
PLC - Height,2023/02/16 13:08:23,92.0,92.0,
PLC - Height,2023/02/16 13:08:26,91.0,91.0,
PLC - Height,2023/02/16 13:08:29,90.0,90.0,
PLC - Height,2023/02/16 13:08:32,89.0,89.0,
PLC - Height,2023/02/16 13:08:35,88.0,88.0,
PLC - Height,2023/02/16 13:08:39,87.0,87.0,
PLC - Height,2023/02/16 13:08:42,86.0,86.0,
PLC - Height,2023/02/16 13:08:46,85.0,85.0,
PLC - Height,2023/02/16 13:08:49,84.0,84.0,
PLC - Height,2023/02/16 13:08:53,83.0,83.0,
PLC - Height,2023/02/16 13:08:57,82.0,82.0,
PLC - Height,2023/02/16 13:09:01,81.0,81.0,
PLC - Height,2023/02/16 13:09:05,80.0,80.0,
PLC - Height,2023/02/16 13:09:09,81.0,81.0,
PLC - Height,2023/02/16 13:09:13,82.0,82.0,
PLC - Height,2023/02/16 13:09:17,83.0,83.0,
PLC - Height,2023/02/16 13:09:22,84.0,84.0,
PLC - Height,2023/02/16 13:09:26,85.0,85.0,
PLC - Height,2023/02/16 13:09:30,86.0,86.0,
PLC - Height,2023/02/16 13:09:34,87.0,87.0,
PLC - Height,2023/02/16 13:09:37,88.0,88.0,
PLC - Height,2023/02/16 13:09:41,89.0,89.0,
PLC - Height,2023/02/16 13:09:44,90.0,90.0,
PLC - Height,2023/02/16 13:09:48,91.0,91.0,
PLC - Height,2023/02/16 13:09:51,92.0,92.0,
PLC - Height,2023/02/16 13:09:54,93.0,93.0,
PLC - Height,2023/02/16 13:09:57,94.0,94.0,
PLC - Height,2023/02/16 13:10:00,95.0,95.0,
PLC - Height,2023/02/16 13:10:03,96.0,96.0,
PLC - Height,2023/02/16 13:10:06,97.0,97.0,
PLC - Height,2023/02/16 13:10:09,98.0,98.0,
PLC - Height,2023/02/16 13:10:11,99.0,99.0,
PLC - Height,2023/02/16 13:10:14,100.0,100.0,
PLC - Height,2023/02/16 13:10:16,99.0,99.0,
PLC - Height,2023/02/16 13:10:19,98.0,98.0,
PLC - Height,2023/02/16 13:10:21,97.0,97.0,
PLC - Height,2023/02/16 13:10:23,96.0,96.0,
PLC - Height,2023/02/16 13:10:25,95.0,95.0,
PLC - Height,2023/02/16 13:10:27,94.0,94.0,
PLC - Height,2023/02/16 13:10:29,93.0,93.0,
PLC - Height,2023/02/16 13:10:31,92.0,92.0,
PLC - Height,2023/02/16 13:10:33,91.0,91.0,
PLC - Height,2023/02/16 13:10:35,90.0,90.0,
PLC - Height,2023/02/16 13:10:37,89.0,89.0,
PLC - Height,2023/02/16 13:10:39,88.0,88.0,
PLC - Height,2023/02/16 13:10:40,87.0,87.0,
PLC - Height,2023/02/16 13:10:42,86.0,86.0,
PLC - Height,2023/02/16 13:10:43,85.0,85.0,
PLC - Height,2023/02/16 13:10:45,84.0,84.0,
PLC - Height,2023/02/16 13:10:47,83.0,83.0,
