Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/17 11:00:00,88.0,88.0,
PLC - Height,2023/02/17 11:00:03,89.0,89.0,
PLC - Height,2023/02/17 11:00:06,90.0,90.0,
PLC - Height,2023/02/17 11:00:09,91.0,91.0,
PLC - Height,2023/02/17 11:00:12,92.0,92.0,
PLC - Height,2023/02/17 11:00:14,93.0,93.0,
PLC - Height,2023/02/17 11:00:18,94.0,94.0,
PLC - Height,2023/02/17 11:00:21,95.0,95.0,
PLC - Height,2023/02/17 11:00:24,96.0,96.0,
PLC - Height,2023/02/17 11:00:27,97.0,97.0,
PLC - Height,2023/02/17 11:00:32,98.0,98.0,
PLC - Height,2023/02/17 11:00:35,99.0,99.0,
PLC - Height,2023/02/17 11:00:38,100.0,100.0,
PLC - Height,2023/02/17 11:00:41,99.0,99.0,
PLC - Height,2023/02/17 11:00:44,98.0,98.0,
PLC - Height,2023/02/17 11:00:47,97.0,97.0,
PLC - Height,2023/02/17 11:00:50,96.0,96.0,
PLC - Height,2023/02/17 11:00:53,95.0,95.0,
PLC - Height,2023/02/17 11:00:55,94.0,94.0,
PLC - Height,2023/02/17 11:00:58,93.0,93.0,
PLC - Height,2023/02/17 11:01:00,92.0,92.0,
PLC - Height,2023/02/17 11:01:03,91.0,91.0,
PLC - Height,2023/02/17 11:01:05,90.0,90.0,
PLC - Height,2023/02/17 11:01:07,89.0,89.0,
PLC - Height,2023/02/17 11:01:10,88.0,88.0,
PLC - Height,2023/02/17 11:01:12,87.0,87.0,
PLC - Height,2023/02/17 11:01:14,86.0,86.0,
PLC - Height,2023/02/17 11:01:17,85.0,85.0,
PLC - Height,2023/02/17 11:01:19,84.0,84.0,
PLC - Height,2023/02/17 11:01:22,83.0,83.0,
PLC - Height,2023/02/17 11:01:25,82.0,82.0,
PLC - Height,2023/02/17 11:01:27,81.0,81.0,
PLC - Height,2023/02/17 11:01:30,80.0,80.0,
PLC - Height,2023/02/17 11:01:33,81.0,81.0,
PLC - Height,2023/02/17 11:01:36,82.0,82.0,
PLC - Height,2023/02/17 11:01:39,83.0,83.0,
PLC - Height,2023/02/17 11:01:43,84.0,84.0,
PLC - Height,2023/02/17 11:01:46,85.0,85.0,
PLC - Height,2023/02/17 11:01:49,86.0,86.0,
PLC - Height,2023/02/17 11:01:53,87.0,87.0,
PLC - Height,2023/02/17 11:01:56,88.0,88.0,
PLC - Height,2023/02/17 11:02:00,89.0,89.0,
PLC - Height,2023/02/17 11:02:03,90.0,90.0,
PLC - Height,2023/02/17 11:02:08,91.0,91.0,
PLC - Height,2023/02/17 11:02:11,92.0,92.0,
PLC - Height,2023/02/17 11:02:15,93.0,93.0,
PLC - Height,2023/02/17 11:02:20,94.0,94.0,
PLC - Height,2023/02/17 11:02:24,95.0,95.0,
PLC - Height,2023/02/17 11:02:30,96.0,96.0,
PLC - Height,2023/02/17 11:02:36,97.0,97.0,
PLC - Height,2023/02/17 11:02:40,98.0,98.0,
PLC - Height,2023/02/17 11:02:45,99.0,99.0,
PLC - Height,2023/02/17 11:02:49,100.0,100.0,
PLC - Height,2023/02/17 11:02:55,99.0,99.0,
PLC - Height,2023/02/17 11:03:00,98.0,98.0,
PLC - Height,2023/02/17 11:03:04,97.0,97.0,
PLC - Height,2023/02/17 11:03:09,96.0,96.0,
PLC - Height,2023/02/17 11:03:13,95.0,95.0,
PLC - Height,2023/02/17 11:03:18,94.0,94.0,
PLC - Height,2023/02/17 11:03:24,93.0,93.0,
PLC - Height,2023/02/17 11:03:28,92.0,92.0,
PLC - Height,2023/02/17 11:03:34,91.0,91.0,
PLC - Height,2023/02/17 11:03:39,90.0,90.0,
PLC - Height,2023/02/17 11:03:43,89.0,89.0,
PLC - Height,2023/02/17 11:03:48,88.0,88.0,
PLC - Height,2023/02/17 11:03:52,87.0,87.0,
PLC - Height,2023/02/17 11:03:57,86.0,86.0,
PLC - Height,2023/02/17 11:04:03,85.0,85.0,
PLC - Height,2023/02/17 11:04:07,84.0,84.0,
PLC - Height,2023/02/17 11:04:11,83.0,83.0,
PLC - Height,2023/02/17 11:04:16,82.0,82.0,
PLC - Height,2023/02/17 11:04:20,81.0,81.0,
PLC - Height,2023/02/17 11:04:23,80.0,80.0,
PLC - Height,2023/02/17 11:04:27,81.0,81.0,
PLC - Height,2023/02/17 11:04:30,82.0,82.0,
PLC - Height,2023/02/17 11:04:33,83.0,83.0,
PLC - Height,2023/02/17 11:04:37,84.0,84.0,
PLC - Height,2023/02/17 11:04:40,85.0,85.0,
PLC - Height,2023/02/17 11:04:42,86.0,86.0,
PLC - Height,2023/02/17 11:04:45,87.0,87.0,
PLC - Height,2023/02/17 11:04:48,88.0,88.0,
PLC - Height,2023/02/17 11:04:51,89.0,89.0,
PLC - Height,2023/02/17 11:04:53,90.0,90.0,
PLC - Height,2023/02/17 11:04:56,91.0,91.0,
PLC - Height,2023/02/17 11:04:58,92.0,92.0,
PLC - Height,2023/02/17 11:05:01,93.0,93.0,
PLC - Height,2023/02/17 11:05:04,94.0,94.0,
PLC - Height,2023/02/17 11:05:06,95.0,95.0,
PLC - Height,2023/02/17 11:05:08,96.0,96.0,
PLC - Height,2023/02/17 11:05:10,97.0,97.0,
PLC - Height,2023/02/17 11:05:12,98.0,98.0,
PLC - Height,2023/02/17 11:05:14,99.0,99.0,
PLC - Height,2023/02/17 11:05:16,100.0,100.0,
PLC - Height,2023/02/17 11:05:18,99.0,99.0,
PLC - Height,2023/02/17 11:05:20,98.0,98.0,
PLC - Height,2023/02/17 11:05:22,97.0,97.0,
PLC - Height,2023/02/17 11:05:24,96.0,96.0,
PLC - Height,2023/02/17 11:05:27,95.0,95.0,
PLC - Height,2023/02/17 11:05:29,94.0,94.0,
PLC - Height,2023/02/17 11:05:31,93.0,93.0,
PLC - Height,2023/02/17 11:05:34,92.0,92.0,
PLC - Height,2023/02/17 11:05:37,91.0,91.0,
PLC - Height,2023/02/17 11:05:39,90.0,90.0,
PLC - Height,2023/02/17 11:05:42,89.0,89.0,
PLC - Height,2023/02/17 11:05:45,88.0,88.0,
PLC - Height,2023/02/17 11:05:48,87.0,87.0,
PLC - Height,2023/02/17 11:05:50,86.0,86.0,
PLC - Height,2023/02/17 11:05:54,85.0,85.0,
PLC - Height,2023/02/17 11:05:57,84.0,84.0,
PLC - Height,2023/02/17 11:06:00,83.0,83.0,
PLC - Height,2023/02/17 11:06:03,82.0,82.0,
PLC - Height,2023/02/17 11:06:06,81.0,81.0,
PLC - Height,2023/02/17 11:06:10,80.0,80.0,
PLC - Height,2023/02/17 11:06:15,81.0,81.0,
PLC - Height,2023/02/17 11:06:17,82.0,82.0,
PLC - Height,2023/02/17 11:06:21,83.0,83.0,
PLC - Height,2023/02/17 11:06:25,84.0,84.0,
PLC - Height,2023/02/17 11:06:28,85.0,85.0,
PLC - Height,2023/02/17 11:06:31,86.0,86.0,
PLC - Height,2023/02/17 11:06:34,87.0,87.0,
PLC - Height,2023/02/17 11:06:38,88.0,88.0,
PLC - Height,2023/02/17 11:06:41,89.0,89.0,
PLC - Height,2023/02/17 11:06:44,90.0,90.0,
PLC - Height,2023/02/17 11:06:47,91.0,91.0,
PLC - Height,2023/02/17 11:06:50,92.0,92.0,
PLC - Height,2023/02/17 11:06:52,93.0,93.0,
PLC - Height,2023/02/17 11:06:56,94.0,94.0,
PLC - Height,2023/02/17 11:06:57,95.0,95.0,
PLC - Height,2023/02/17 11:07:01,96.0,96.0,
PLC - Height,2023/02/17 11:07:05,97.0,97.0,
PLC - Height,2023/02/17 11:07:08,98.0,98.0,
PLC - Height,2023/02/17 11:07:10,99.0,99.0,
PLC - Height,2023/02/17 11:07:13,100.0,100.0,
PLC - Height,2023/02/17 11:07:16,99.0,99.0,
PLC - Height,2023/02/17 11:07:18,98.0,98.0,
PLC - Height,2023/02/17 11:07:21,97.0,97.0,
PLC - Height,2023/02/17 11:07:23,96.0,96.0,
PLC - Height,2023/02/17 11:07:25,95.0,95.0,
PLC - Height,2023/02/17 11:07:28,94.0,94.0,
PLC - Height,2023/02/17 11:07:30,93.0,93.0,
PLC - Height,2023/02/17 11:07:32,92.0,92.0,
PLC - Height,2023/02/17 11:07:34,91.0,91.0,
PLC - Height,2023/02/17 11:07:36,90.0,90.0,
PLC - Height,2023/02/17 11:07:38,89.0,89.0,
PLC - Height,2023/02/17 11:07:40,88.0,88.0,
PLC - Height,2023/02/17 11:07:42,87.0,87.0,
PLC - Height,2023/02/17 11:07:43,86.0,86.0,
PLC - Height,2023/02/17 11:07:45,85.0,85.0,
PLC - Height,2023/02/17 11:07:46,84.0,84.0,
PLC - Height,2023/02/17 11:07:48,83.0,83.0,
PLC - Height,2023/02/17 11:07:50,82.0,82.0,
PLC - Height,2023/02/17 11:07:51,81.0,81.0,
PLC - Height,2023/02/17 11:07:53,80.0,80.0,
PLC - Height,2023/02/17 11:07:54,81.0,81.0,
PLC - Height,2023/02/17 11:07:56,82.0,82.0,
PLC - Height,2023/02/17 11:07:57,83.0,83.0,
PLC - Height,2023/02/17 11:07:59,84.0,84.0,
PLC - Height,2023/02/17 11:08:01,85.0,85.0,
PLC - Height,2023/02/17 11:08:03,86.0,86.0,
