Nome do data point,Tempo,Valor,Processado,Comentário
PLC - Height,2023/02/17 13:00:01,99.0,99.0,
PLC - Height,2023/02/17 13:00:05,98.0,98.0,
PLC - Height,2023/02/17 13:00:09,97.0,97.0,
PLC - Height,2023/02/17 13:00:13,96.0,96.0,
PLC - Height,2023/02/17 13:00:17,95.0,95.0,
PLC - Height,2023/02/17 13:00:20,94.0,94.0,
PLC - Height,2023/02/17 13:00:25,93.0,93.0,
PLC - Height,2023/02/17 13:00:28,92.0,92.0,
PLC - Height,2023/02/17 13:00:32,91.0,91.0,
PLC - Height,2023/02/17 13:00:35,90.0,90.0,
PLC - Height,2023/02/17 13:00:39,89.0,89.0,
PLC - Height,2023/02/17 13:00:42,88.0,88.0,
PLC - Height,2023/02/17 13:00:45,87.0,87.0,
PLC - Height,2023/02/17 13:00:49,86.0,86.0,
PLC - Height,2023/02/17 13:00:52,85.0,85.0,
PLC - Height,2023/02/17 13:00:55,84.0,84.0,
PLC - Height,2023/02/17 13:00:57,83.0,83.0,
PLC - Height,2023/02/17 13:01:00,82.0,82.0,
PLC - Height,2023/02/17 13:01:02,81.0,81.0,
PLC - Height,2023/02/17 13:01:06,80.0,80.0,
PLC - Height,2023/02/17 13:01:08,81.0,81.0,
PLC - Height,2023/02/17 13:01:10,82.0,82.0,
PLC - Height,2023/02/17 13:01:13,83.0,83.0,
PLC - Height,2023/02/17 13:01:15,84.0,84.0,
PLC - Height,2023/02/17 13:01:17,85.0,85.0,
PLC - Height,2023/02/17 13:01:20,86.0,86.0,
PLC - Height,2023/02/17 13:01:23,87.0,87.0,
PLC - Height,2023/02/17 13:01:26,88.0,88.0,
PLC - Height,2023/02/17 13:01:28,89.0,89.0,
PLC - Height,2023/02/17 13:01:30,90.0,90.0,
PLC - Height,2023/02/17 13:01:32,91.0,91.0,
PLC - Height,2023/02/17 13:01:34,92.0,92.0,
PLC - Height,2023/02/17 13:01:36,93.0,93.0,
PLC - Height,2023/02/17 13:01:39,94.0,94.0,
